GeneID_mouse	GeneSymbol_mouse	GeneID_human	GeneSymbol_human
ENSMUSG00000025484	Bet1l	ENSG00000177951	BET1L
ENSMUSG00000036932	Aifm1	ENSG00000156709	AIFM1
ENSMUSG00000029649	Pomp	ENSG00000132963	POMP
ENSMUSG00000043411	Usp48	ENSG00000090686	USP48
ENSMUSG00000021281	Tnfaip2	ENSG00000185215	TNFAIP2
ENSMUSG00000020143	Dock2	ENSG00000134516	DOCK2
ENSMUSG00000047735	Samd9l	ENSG00000177409	SAMD9L
ENSMUSG00000029185	Fam114a1	ENSG00000197712	FAM114A1
ENSMUSG00000020701	Tmem132e	ENSG00000181291	TMEM132E
ENSMUSG00000034522	Zfp395	ENSG00000186918	ZNF395
ENSMUSG00000044934	Zfp367	ENSG00000165244	ZNF367
ENSMUSG00000032046	Abhd12	ENSG00000100997	ABHD12
ENSMUSG00000062585	Cnr2	ENSG00000188822	CNR2
ENSMUSG00000093989	Rnasek	ENSG00000219200	RNASEK
ENSMUSG00000040236	Trappc5	ENSG00000181029	TRAPPC5
ENSMUSG00000028456	Unc13b	ENSG00000198722	UNC13B
ENSMUSG00000037503	Fam168b	ENSG00000152102	FAM168B
ENSMUSG00000028383	Hsdl2	ENSG00000119471	HSDL2
ENSMUSG00000021185	Dglucy	ENSG00000133943	DGLUCY
ENSMUSG00000031060	Rbm10	ENSG00000182872	RBM10
ENSMUSG00000045140	Pigw	ENSG00000277161	PIGW
ENSMUSG00000038007	Acer2	ENSG00000177076	ACER2
ENSMUSG00000041702	Btbd7	ENSG00000011114	BTBD7
ENSMUSG00000002489	Tiam1	ENSG00000156299	TIAM1
ENSMUSG00000053897	Slc39a8	ENSG00000138821	SLC39A8
ENSMUSG00000030452	Nipa2	ENSG00000140157	NIPA2
ENSMUSG00000058793	Cds2	ENSG00000101290	CDS2
ENSMUSG00000057113	Npm1	ENSG00000181163	NPM1
ENSMUSG00000020526	Znhit3	ENSG00000273611	ZNHIT3
ENSMUSG00000024601	Isoc1	ENSG00000066583	ISOC1
ENSMUSG00000032737	Inppl1	ENSG00000165458	INPPL1
ENSMUSG00000047446	Arl4a	ENSG00000122644	ARL4A
ENSMUSG00000110185	Igip	ENSG00000182700	IGIP
ENSMUSG00000021772	Nkiras1	ENSG00000197885	NKIRAS1
ENSMUSG00000028238	Atp6v0d2	ENSG00000147614	ATP6V0D2
ENSMUSG00000030447	Cyfip1	ENSG00000273749	CYFIP1
ENSMUSG00000055491	Pprc1	ENSG00000148840	PPRC1
ENSMUSG00000021457	Syk	ENSG00000165025	SYK
ENSMUSG00000042272	Sestd1	ENSG00000187231	SESTD1
ENSMUSG00000021431	Snrnp48	ENSG00000168566	SNRNP48
ENSMUSG00000050199	Lgr4	ENSG00000205213	LGR4
ENSMUSG00000029720	Gm20605	ENSG00000077454	LRCH4
ENSMUSG00000024029	Tff3	ENSG00000160180	TFF3
ENSMUSG00000019872	Smpdl3a	ENSG00000172594	SMPDL3A
ENSMUSG00000039130	Zc3hc1	ENSG00000091732	ZC3HC1
ENSMUSG00000069899	Gm12166	ENSG00000198818	SFT2D1
ENSMUSG00000026048	Ercc5	ENSG00000134899	ERCC5
ENSMUSG00000038965	Ube2l3	ENSG00000236444	UBE2L5
ENSMUSG00000049516	Spty2d1	ENSG00000179119	SPTY2D1
ENSMUSG00000049305	Ccdc71	ENSG00000177352	CCDC71
ENSMUSG00000062797	Hikeshi	ENSG00000149196	HIKESHI
ENSMUSG00000059669	Taf1b	ENSG00000115750	TAF1B
ENSMUSG00000020277	Pfkl	ENSG00000141959	PFKL
ENSMUSG00000066152	Slc31a2	ENSG00000136867	SLC31A2
ENSMUSG00000025212	Sfxn3	ENSG00000107819	SFXN3
ENSMUSG00000043789	Vwce	ENSG00000167992	VWCE
ENSMUSG00000021978	Extl3	ENSG00000012232	EXTL3
ENSMUSG00000045886	Gm9803	ENSG00000217930	PAM16
ENSMUSG00000024294	Mib1	ENSG00000101752	MIB1
ENSMUSG00000031105	Slc25a14	ENSG00000102078	SLC25A14
ENSMUSG00000043262	Uevld	ENSG00000151116	UEVLD
ENSMUSG00000063760	Rnf217	ENSG00000146373	RNF217
ENSMUSG00000021822	Plau	ENSG00000122861	PLAU
ENSMUSG00000038594	Cep85l	ENSG00000111860	CEP85L
ENSMUSG00000022191	Drosha	ENSG00000113360	DROSHA
ENSMUSG00000038188	Scarf1	ENSG00000074660	SCARF1
ENSMUSG00000002897	Il17ra	ENSG00000177663	IL17RA
ENSMUSG00000036086	Zranb3	ENSG00000121988	ZRANB3
ENSMUSG00000033760	Rbm4b	ENSG00000173914	RBM4B
ENSMUSG00000041058	Wwp1	ENSG00000123124	WWP1
ENSMUSG00000058806	Col13a1	ENSG00000197467	COL13A1
ENSMUSG00000061815	Rufy4	ENSG00000188282	RUFY4
ENSMUSG00000037157	Il22ra1	ENSG00000142677	IL22RA1
ENSMUSG00000027162	Lin7c	ENSG00000148943	LIN7C
ENSMUSG00000044393	Dsg2	ENSG00000046604	DSG2
ENSMUSG00000061079	Zfp143	ENSG00000166478	ZNF143
ENSMUSG00000075705	Msrb1	ENSG00000198736	MSRB1
ENSMUSG00000026047	Poglut2	ENSG00000134901	POGLUT2
ENSMUSG00000025485	Ric8a	ENSG00000177963	RIC8A
ENSMUSG00000034751	Mast4	ENSG00000069020	MAST4
ENSMUSG00000053560	Ier2	ENSG00000160888	IER2
ENSMUSG00000023345	Poc1a	ENSG00000164087	POC1A
ENSMUSG00000035067	Xkr6	ENSG00000171044	XKR6
ENSMUSG00000038930	Rccd1	ENSG00000166965	RCCD1
ENSMUSG00000068328	Aup1	ENSG00000115307	AUP1
ENSMUSG00000063894	Zkscan8	ENSG00000198315	ZKSCAN8
ENSMUSG00000032883	Acsl3	ENSG00000123983	ACSL3
ENSMUSG00000001687	Ubl3	ENSG00000122042	UBL3
ENSMUSG00000074746	Pdzd8	ENSG00000165650	PDZD8
ENSMUSG00000039530	Tusc3	ENSG00000104723	TUSC3
ENSMUSG00000015127	Unkl	ENSG00000059145	UNKL
ENSMUSG00000025813	Homer2	ENSG00000103942	HOMER2
ENSMUSG00000025103	Btbd1	ENSG00000064726	BTBD1
ENSMUSG00000076498	Trbc2	ENSG00000211751	TRBC1
ENSMUSG00000076498	Trbc2	ENSG00000211772	TRBC2
ENSMUSG00000043987	Cep164	ENSG00000110274	CEP164
ENSMUSG00000017686	Rhot1	ENSG00000126858	RHOT1
ENSMUSG00000032030	Cul5	ENSG00000166266	CUL5
ENSMUSG00000051359	Ncald	ENSG00000104490	NCALD
ENSMUSG00000034761	Map4k5	ENSG00000012983	MAP4K5
ENSMUSG00000021963	Sap18	ENSG00000150459	SAP18
ENSMUSG00000025867	Cplx2	ENSG00000145920	CPLX2
ENSMUSG00000022671	Mzt2	ENSG00000152082	MZT2B
ENSMUSG00000000326	Comt	ENSG00000093010	COMT
ENSMUSG00000093593	Gm20683	ENSG00000140983	RHOT2
ENSMUSG00000021024	Psma6	ENSG00000100902	PSMA6
ENSMUSG00000018841	Rad51d	ENSG00000185379	RAD51D
ENSMUSG00000024164	C3	ENSG00000125730	C3
ENSMUSG00000035342	Lzts2	ENSG00000107816	LZTS2
ENSMUSG00000057421	Las1l	ENSG00000001497	LAS1L
ENSMUSG00000067199	Frat1	ENSG00000165879	FRAT1
ENSMUSG00000027940	Tpm3	ENSG00000140416	TPM1
ENSMUSG00000054931	Zkscan4	ENSG00000187626	ZKSCAN4
ENSMUSG00000020122	Egfr	ENSG00000146648	EGFR
ENSMUSG00000029188	Slc34a2	ENSG00000157765	SLC34A2
ENSMUSG00000033055	Ankrd54	ENSG00000100124	ANKRD54
ENSMUSG00000054723	Vmac	ENSG00000187650	VMAC
ENSMUSG00000030533	Unc45a	ENSG00000140553	UNC45A
ENSMUSG00000029703	Lrwd1	ENSG00000161036	LRWD1
ENSMUSG00000029352	Crybb3	ENSG00000100053	CRYBB3
ENSMUSG00000078974	Sec61g	ENSG00000132432	SEC61G
ENSMUSG00000071652	Ints5	ENSG00000185085	INTS5
ENSMUSG00000021066	Atl1	ENSG00000198513	ATL1
ENSMUSG00000041164	Zmiz2	ENSG00000122515	ZMIZ2
ENSMUSG00000053553	3110082I17Rik	ENSG00000146540	C7orf50
ENSMUSG00000052298	Cdc42se2	ENSG00000158985	CDC42SE2
ENSMUSG00000039501	Znfx1	ENSG00000124201	ZNFX1
ENSMUSG00000001632	Brpf1	ENSG00000156983	BRPF1
ENSMUSG00000074491	Clec4g	ENSG00000182566	CLEC4G
ENSMUSG00000020661	Dnmt3a	ENSG00000119772	DNMT3A
ENSMUSG00000032528	Vipr1	ENSG00000114812	VIPR1
ENSMUSG00000041684	Bivm	ENSG00000134897	BIVM
ENSMUSG00000041684	Bivm	ENSG00000270181	BIVM-ERCC5
ENSMUSG00000022304	Dpys	ENSG00000147647	DPYS
ENSMUSG00000005087	Cd44	ENSG00000026508	CD44
ENSMUSG00000047648	Fbxo30	ENSG00000118496	FBXO30
ENSMUSG00000046949	Nqo2	ENSG00000124588	NQO2
ENSMUSG00000017858	Ift52	ENSG00000101052	IFT52
ENSMUSG00000047260	Emc6	ENSG00000127774	EMC6
ENSMUSG00000026664	Phyh	ENSG00000107537	PHYH
ENSMUSG00000026866	Kynu	ENSG00000115919	KYNU
ENSMUSG00000037795	N4bp2	ENSG00000078177	N4BP2
ENSMUSG00000027361	Gabpb1	ENSG00000104064	GABPB1
ENSMUSG00000020366	Mapk9	ENSG00000050748	MAPK9
ENSMUSG00000022982	Sod1	ENSG00000142168	SOD1
ENSMUSG00000056952	Tatdn2	ENSG00000272410	
ENSMUSG00000056952	Tatdn2	ENSG00000157014	TATDN2
ENSMUSG00000029782	Tmem209	ENSG00000146842	TMEM209
ENSMUSG00000039031	Arhgap18	ENSG00000146376	ARHGAP18
ENSMUSG00000071637	Cebpd	ENSG00000221869	CEBPD
ENSMUSG00000021000	Mia2	ENSG00000212710	CTAGE1
ENSMUSG00000041298	Katnal1	ENSG00000102781	KATNAL1
ENSMUSG00000045005	Fzd5	ENSG00000163251	FZD5
ENSMUSG00000032398	Snapc5	ENSG00000174446	SNAPC5
ENSMUSG00000046230	Vps13a	ENSG00000197969	VPS13A
ENSMUSG00000027634	Ndrg3	ENSG00000101079	NDRG3
ENSMUSG00000058979	Hdhd5	ENSG00000069998	HDHD5
ENSMUSG00000053916	Nanp	ENSG00000170191	NANP
ENSMUSG00000039156	Stim2	ENSG00000109689	STIM2
ENSMUSG00000022150	Dab2	ENSG00000153071	DAB2
ENSMUSG00000049401	Ogfr	ENSG00000060491	OGFR
ENSMUSG00000048550	Thnsl1	ENSG00000185875	THNSL1
ENSMUSG00000030166	Rad52	ENSG00000002016	RAD52
ENSMUSG00000045838	Ccdc9b	ENSG00000188549	CCDC9B
ENSMUSG00000021754	Map3k1	ENSG00000095015	MAP3K1
ENSMUSG00000028423	Nfx1	ENSG00000086102	NFX1
ENSMUSG00000073678	Pgap1	ENSG00000197121	PGAP1
ENSMUSG00000029815	Malsu1	ENSG00000156928	MALSU1
ENSMUSG00000025239	Limd1	ENSG00000144791	LIMD1
ENSMUSG00000090862	Rps13	ENSG00000110700	RPS13
ENSMUSG00000033033	Calhm2	ENSG00000138172	CALHM2
ENSMUSG00000054484	Tmem62	ENSG00000137842	TMEM62
ENSMUSG00000025917	Cops5	ENSG00000121022	COPS5
ENSMUSG00000006638	Abhd1	ENSG00000143994	ABHD1
ENSMUSG00000045064	Zc2hc1c	ENSG00000119703	ZC2HC1C
ENSMUSG00000061559	Wdr61	ENSG00000140395	WDR61
ENSMUSG00000005580	Adcy9	ENSG00000162104	ADCY9
ENSMUSG00000071037	Camkmt	ENSG00000143919	CAMKMT
ENSMUSG00000002546	Golga2	ENSG00000249931	GOLGA8K
ENSMUSG00000002546	Golga2	ENSG00000206127	GOLGA8O
ENSMUSG00000002546	Golga2	ENSG00000232653	GOLGA8N
ENSMUSG00000021245	Mlh3	ENSG00000119684	MLH3
ENSMUSG00000021476	Habp4	ENSG00000130956	HABP4
ENSMUSG00000035202	Lars2	ENSG00000011376	LARS2
ENSMUSG00000032612	Usp4	ENSG00000114316	USP4
ENSMUSG00000032238	Rora	ENSG00000069667	RORA
ENSMUSG00000030861	Acadsb	ENSG00000196177	ACADSB
ENSMUSG00000073468	Sft2d1	ENSG00000198818	SFT2D1
ENSMUSG00000019846	Lama4	ENSG00000112769	LAMA4
ENSMUSG00000025195	Dnmbp	ENSG00000107554	DNMBP
ENSMUSG00000031072	LTO1	ENSG00000149716	LTO1
ENSMUSG00000032068	Plet1	ENSG00000188771	PLET1
ENSMUSG00000019883	Echdc1	ENSG00000093144	ECHDC1
ENSMUSG00000000301	Pemt	ENSG00000133027	PEMT
ENSMUSG00000071649	B3gat3	ENSG00000149541	B3GAT3
ENSMUSG00000025178	Pi4k2a	ENSG00000249967	
ENSMUSG00000025178	Pi4k2a	ENSG00000155252	PI4K2A
ENSMUSG00000063550	Nup98	ENSG00000110713	NUP98
ENSMUSG00000022983	Scaf4	ENSG00000156304	SCAF4
ENSMUSG00000021468	Sptlc1	ENSG00000090054	SPTLC1
ENSMUSG00000024878	Cbwd1	ENSG00000147996	CBWD5
ENSMUSG00000005374	Tbl2	ENSG00000106638	TBL2
ENSMUSG00000002699	Lcp2	ENSG00000043462	LCP2
ENSMUSG00000033126	Ybey	ENSG00000182362	YBEY
ENSMUSG00000079065	BC005561	ENSG00000125676	THOC2
ENSMUSG00000040785	Ttc3	ENSG00000182670	TTC3
ENSMUSG00000020964	Sel1l	ENSG00000071537	SEL1L
ENSMUSG00000038759	Nup205	ENSG00000155561	NUP205
ENSMUSG00000033852	Gm28042	ENSG00000243708	PLA2G4B
ENSMUSG00000033852	Gm28042	ENSG00000168970	JMJD7-PLA2G4B
ENSMUSG00000063179	Pstk	ENSG00000179988	PSTK
ENSMUSG00000029176	Anapc4	ENSG00000053900	ANAPC4
ENSMUSG00000028419	Chmp5	ENSG00000086065	CHMP5
ENSMUSG00000046410	Kcnk6	ENSG00000099337	KCNK6
ENSMUSG00000025487	Psmd13	ENSG00000185627	PSMD13
ENSMUSG00000027454	Gins1	ENSG00000101003	GINS1
ENSMUSG00000075704	Txnrd2	ENSG00000184470	TXNRD2
ENSMUSG00000026987	Baz2b	ENSG00000123636	BAZ2B
ENSMUSG00000028149	Rap1gds1	ENSG00000138698	RAP1GDS1
ENSMUSG00000071653	1810009A15Rik	ENSG00000278615	C11orf98
ENSMUSG00000051435	Fhad1	ENSG00000142621	FHAD1
ENSMUSG00000020696	Rffl	ENSG00000092871	RFFL
ENSMUSG00000061104	Sap18b	ENSG00000150459	SAP18
ENSMUSG00000032067	Pts	ENSG00000150787	PTS
ENSMUSG00000030532	Hddc3	ENSG00000184508	HDDC3
ENSMUSG00000021975	Ints9	ENSG00000104299	INTS9
ENSMUSG00000024369	Nelfe	ENSG00000204356	NELFE
ENSMUSG00000032598	Nckipsd	ENSG00000213672	NCKIPSD
ENSMUSG00000032187	Smarca4	ENSG00000127616	SMARCA4
ENSMUSG00000026123	Plekhb2	ENSG00000115762	PLEKHB2
ENSMUSG00000079509	Zfx	ENSG00000067646	ZFY
ENSMUSG00000041415	Dicer1	ENSG00000100697	DICER1
ENSMUSG00000029759	Pon3	ENSG00000105852	PON3
ENSMUSG00000030660	Pik3c2a	ENSG00000011405	PIK3C2A
ENSMUSG00000002342	Tmem161a	ENSG00000064545	TMEM161A
ENSMUSG00000029869	Ephb6	ENSG00000106123	EPHB6
ENSMUSG00000050052	Tdrp	ENSG00000180190	TDRP
ENSMUSG00000038957	Edc3	ENSG00000179151	EDC3
ENSMUSG00000002289	Angptl4	ENSG00000167772	ANGPTL4
ENSMUSG00000038623	Tm6sf1	ENSG00000136404	TM6SF1
ENSMUSG00000032477	Cdc25a	ENSG00000164045	CDC25A
ENSMUSG00000059326	Csf2ra	ENSG00000198223	CSF2RA
ENSMUSG00000038538	Ubn2	ENSG00000157741	UBN2
ENSMUSG00000024104	Washc2	ENSG00000172661	WASHC2C
ENSMUSG00000035521	Gnptg	ENSG00000090581	GNPTG
ENSMUSG00000021432	Slc35b3	ENSG00000124786	SLC35B3
ENSMUSG00000037221	Mospd3	ENSG00000106330	MOSPD3
ENSMUSG00000035941	Ibtk	ENSG00000005700	IBTK
ENSMUSG00000040025	Ythdf2	ENSG00000198492	YTHDF2
ENSMUSG00000022351	Sqle	ENSG00000104549	SQLE
ENSMUSG00000040111	Gramd1b	ENSG00000023171	GRAMD1B
ENSMUSG00000044345	Marveld1	ENSG00000155254	MARVELD1
ENSMUSG00000047604	Frat2	ENSG00000181274	FRAT2
ENSMUSG00000031155	Pim2	ENSG00000102096	PIM2
ENSMUSG00000020415	Pttg1	ENSG00000164611	PTTG1
ENSMUSG00000028385	Snx30	ENSG00000148158	SNX30
ENSMUSG00000041859	Mcm3	ENSG00000112118	MCM3
ENSMUSG00000094936	Rbm4	ENSG00000173933	RBM4
ENSMUSG00000066232	Ipo7	ENSG00000205339	IPO7
ENSMUSG00000006678	Pola1	ENSG00000101868	POLA1
ENSMUSG00000034290	Nek9	ENSG00000119638	NEK9
ENSMUSG00000032667	Pon2	ENSG00000105854	PON2
ENSMUSG00000002346	Slc25a42	ENSG00000181035	SLC25A42
ENSMUSG00000001910	Nacc1	ENSG00000160877	NACC1
ENSMUSG00000025050	Pcgf6	ENSG00000156374	PCGF6
ENSMUSG00000035325	Sec31a	ENSG00000138674	SEC31A
ENSMUSG00000090369	4933411K16Rik	ENSG00000203942	C10orf62
ENSMUSG00000056124	B4galt6	ENSG00000118276	B4GALT6
ENSMUSG00000025171	Ubtd1	ENSG00000165886	UBTD1
ENSMUSG00000041238	Rbbp8	ENSG00000101773	RBBP8
ENSMUSG00000052155	Acvr2a	ENSG00000121989	ACVR2A
ENSMUSG00000026116	Tmem131	ENSG00000075568	TMEM131
ENSMUSG00000032715	Trib3	ENSG00000101255	TRIB3
ENSMUSG00000032786	Alas1	ENSG00000023330	ALAS1
ENSMUSG00000074794	Arrdc3	ENSG00000113369	ARRDC3
ENSMUSG00000032578	Cish	ENSG00000114737	CISH
ENSMUSG00000025872	Thoc3	ENSG00000051596	THOC3
ENSMUSG00000057147	Dph6	ENSG00000134146	DPH6
ENSMUSG00000005718	Tfap4	ENSG00000090447	TFAP4
ENSMUSG00000034312	Iqsec1	ENSG00000144711	IQSEC1
ENSMUSG00000050332	Amer1	ENSG00000184675	AMER1
ENSMUSG00000002395	Use1	ENSG00000053501	USE1
ENSMUSG00000021823	Vcl	ENSG00000035403	VCL
ENSMUSG00000021149	Gtpbp4	ENSG00000107937	GTPBP4
ENSMUSG00000023861	Mpc1	ENSG00000060762	MPC1
ENSMUSG00000040177	2310057M21Rik	ENSG00000119965	C10orf88
ENSMUSG00000029763	Exoc4	ENSG00000131558	EXOC4
ENSMUSG00000033577	Myo6	ENSG00000196586	MYO6
ENSMUSG00000020961	Ston2	ENSG00000140022	STON2
ENSMUSG00000025499	Hras	ENSG00000174775	HRAS
ENSMUSG00000032577	Mapkapk3	ENSG00000114738	MAPKAPK3
ENSMUSG00000042099	Kank3	ENSG00000186994	KANK3
ENSMUSG00000021488	Nsd1	ENSG00000165671	NSD1
ENSMUSG00000029718	Pcolce	ENSG00000106333	PCOLCE
ENSMUSG00000021671	Poc5	ENSG00000152359	POC5
ENSMUSG00000044197	Gpr146	ENSG00000164849	GPR146
ENSMUSG00000044308	Ubr3	ENSG00000144357	UBR3
ENSMUSG00000025213	Kazald1	ENSG00000107821	KAZALD1
ENSMUSG00000003746	Man1a	ENSG00000111885	MAN1A1
ENSMUSG00000022305	Lrp12	ENSG00000147650	LRP12
ENSMUSG00000036792	Mbd5	ENSG00000204406	MBD5
ENSMUSG00000116378	Gcat	ENSG00000100116	GCAT
ENSMUSG00000017288	Vps53	ENSG00000141252	VPS53
ENSMUSG00000024065	Ehd3	ENSG00000013016	EHD3
ENSMUSG00000024843	Chka	ENSG00000110721	CHKA
ENSMUSG00000071650	Ganab	ENSG00000089597	GANAB
ENSMUSG00000025049	Taf5	ENSG00000148835	TAF5
ENSMUSG00000042249	Grk3	ENSG00000100077	GRK3
ENSMUSG00000098488	Pla2g4b	ENSG00000243708	PLA2G4B
ENSMUSG00000098488	Pla2g4b	ENSG00000168970	JMJD7-PLA2G4B
ENSMUSG00000033450	Tagap	ENSG00000164691	TAGAP
ENSMUSG00000090112	Shprh	ENSG00000146414	SHPRH
ENSMUSG00000079108	Srp54c	ENSG00000100883	SRP54
ENSMUSG00000039089	L3mbtl3	ENSG00000198945	L3MBTL3
ENSMUSG00000024039	Cbs	ENSG00000274276	CBSL
ENSMUSG00000091625	Lsm5	ENSG00000106355	LSM5
ENSMUSG00000032199	Polr2m	ENSG00000255529	POLR2M
ENSMUSG00000001380	Hars	ENSG00000170445	HARS
ENSMUSG00000045973	Slc25a51	ENSG00000141437	SLC25A52
ENSMUSG00000022529	Zfp263	ENSG00000006194	ZNF263
ENSMUSG00000037475	Thoc2	ENSG00000125676	THOC2
ENSMUSG00000058298	Mcm9	ENSG00000111877	MCM9
ENSMUSG00000068335	Dok1	ENSG00000115325	DOK1
ENSMUSG00000062563	Cys1	ENSG00000205795	CYS1
ENSMUSG00000021611	Tert	ENSG00000164362	TERT
ENSMUSG00000025198	Erlin1	ENSG00000107566	ERLIN1
ENSMUSG00000021660	Btf3	ENSG00000145741	BTF3
ENSMUSG00000022292	Rrm2b	ENSG00000048392	RRM2B
ENSMUSG00000032727	Mier3	ENSG00000155545	MIER3
ENSMUSG00000021248	Tmed10	ENSG00000170348	TMED10
ENSMUSG00000063047	Zfp780b	ENSG00000197050	ZNF420
ENSMUSG00000096740	Lbhd1	ENSG00000162194	LBHD1
ENSMUSG00000060510	Zfp266	ENSG00000174652	ZNF266
ENSMUSG00000021189	Atxn3	ENSG00000123594	ATXN3L
ENSMUSG00000018820	Zfyve27	ENSG00000155256	ZFYVE27
ENSMUSG00000027293	Ehd4	ENSG00000103966	EHD4
ENSMUSG00000032047	Acat1	ENSG00000075239	ACAT1
ENSMUSG00000070780	Rbm47	ENSG00000163694	RBM47
ENSMUSG00000004568	Arhgef18	ENSG00000268861	
ENSMUSG00000004568	Arhgef18	ENSG00000104880	ARHGEF18
ENSMUSG00000024242	Map4k3	ENSG00000011566	MAP4K3
ENSMUSG00000033047	Eif3l	ENSG00000100129	EIF3L
ENSMUSG00000025733	Rhot2	ENSG00000140983	RHOT2
ENSMUSG00000025102	3110040N11Rik	ENSG00000169609	C15orf40
ENSMUSG00000024913	Lrp5	ENSG00000100068	LRP5L
ENSMUSG00000040035	Disp2	ENSG00000140323	DISP2
ENSMUSG00000037750	Fam222b	ENSG00000173065	FAM222B
ENSMUSG00000020462	Cfap36	ENSG00000163001	CFAP36
ENSMUSG00000020528	Prpsap2	ENSG00000141127	PRPSAP2
ENSMUSG00000001750	Tcirg1	ENSG00000110719	TCIRG1
ENSMUSG00000031133	Arhgef6	ENSG00000129675	ARHGEF6
ENSMUSG00000042453	Reln	ENSG00000189056	RELN
ENSMUSG00000023572	Ccndbp1	ENSG00000166946	CCNDBP1
ENSMUSG00000002308	Cd320	ENSG00000167775	CD320
ENSMUSG00000021327	Zkscan3	ENSG00000187626	ZKSCAN4
ENSMUSG00000002588	Pon1	ENSG00000005421	PON1
ENSMUSG00000030494	Rhpn2	ENSG00000131941	RHPN2
ENSMUSG00000002396	Ocel1	ENSG00000099330	OCEL1
ENSMUSG00000038195	Rilp	ENSG00000167705	RILP
ENSMUSG00000071654	Uqcc3	ENSG00000204922	UQCC3
ENSMUSG00000028945	Rheb	ENSG00000106615	RHEB
ENSMUSG00000058454	Dhcr7	ENSG00000172893	DHCR7
ENSMUSG00000033499	Larp4b	ENSG00000107929	LARP4B
ENSMUSG00000026319	Relch	ENSG00000134444	RELCH
ENSMUSG00000027569	Mrgbp	ENSG00000101189	MRGBP
ENSMUSG00000008822	Acyp1	ENSG00000119640	ACYP1
ENSMUSG00000041779	Tram2	ENSG00000065308	TRAM2
ENSMUSG00000017418	Arl5b	ENSG00000165997	ARL5B
ENSMUSG00000027303	Ptpra	ENSG00000132670	PTPRA
ENSMUSG00000024066	Xdh	ENSG00000158125	XDH
ENSMUSG00000048758	Rpl29	ENSG00000162244	RPL29
ENSMUSG00000006699	Cdc42	ENSG00000070831	CDC42
ENSMUSG00000000693	Loxl3	ENSG00000115318	LOXL3
ENSMUSG00000026662	Sephs1	ENSG00000086475	SEPHS1
ENSMUSG00000021067	Sav1	ENSG00000151748	SAV1
ENSMUSG00000005373	Mlxipl	ENSG00000009950	MLXIPL
ENSMUSG00000116347	Gm49416	ENSG00000278615	C11orf98
ENSMUSG00000037638	Zbtb42	ENSG00000179627	ZBTB42
ENSMUSG00000033467	Crlf2	ENSG00000205755	CRLF2
ENSMUSG00000021375	Kif13a	ENSG00000137177	KIF13A
ENSMUSG00000032579	Hemk1	ENSG00000114735	HEMK1
ENSMUSG00000005949	Ctns	ENSG00000040531	CTNS
ENSMUSG00000046010	Zfp830	ENSG00000198783	ZNF830
ENSMUSG00000022889	Mrpl39	ENSG00000154719	MRPL39
ENSMUSG00000027478	Dnmt3b	ENSG00000088305	DNMT3B
ENSMUSG00000041747	Utp15	ENSG00000164338	UTP15
ENSMUSG00000029627	Zkscan14	ENSG00000160908	ZNF394
ENSMUSG00000030298	Sec13	ENSG00000157020	SEC13
ENSMUSG00000026245	Farsb	ENSG00000116120	FARSB
ENSMUSG00000067873	Htatsf1	ENSG00000102241	HTATSF1
ENSMUSG00000029787	Avl9	ENSG00000105778	AVL9
ENSMUSG00000014592	Camta1	ENSG00000171735	CAMTA1
ENSMUSG00000018395	Kif3a	ENSG00000131437	KIF3A
ENSMUSG00000066151	Fkbp15	ENSG00000119321	FKBP15
ENSMUSG00000031805	Jak3	ENSG00000105639	JAK3
ENSMUSG00000058258	Idi1	ENSG00000067064	IDI1
ENSMUSG00000059586	Nsmce2	ENSG00000156831	NSMCE2
ENSMUSG00000052031	Tagap1	ENSG00000164691	TAGAP
ENSMUSG00000028243	Ubxn2b	ENSG00000215114	UBXN2B
ENSMUSG00000025044	Msr1	ENSG00000038945	MSR1
ENSMUSG00000025047	Pdcd11	ENSG00000148843	PDCD11
ENSMUSG00000038646	Ramac	ENSG00000169612	RAMAC
ENSMUSG00000031347	Cetn2	ENSG00000147400	CETN2
ENSMUSG00000020847	Rph3al	ENSG00000181031	RPH3AL
ENSMUSG00000019373	Cops3	ENSG00000141030	COPS3
ENSMUSG00000021474	Sfxn1	ENSG00000164466	SFXN1
ENSMUSG00000032232	Cgnl1	ENSG00000128849	CGNL1
ENSMUSG00000035953	Pip4p1	ENSG00000165782	PIP4P1
ENSMUSG00000022672	Prkdc	ENSG00000253729	PRKDC
ENSMUSG00000028803	Nipal3	ENSG00000001461	NIPAL3
ENSMUSG00000007656	Arpp19	ENSG00000128989	ARPP19
ENSMUSG00000045128	Rpl18a	ENSG00000105640	RPL18A
ENSMUSG00000028901	Gmeb1	ENSG00000162419	GMEB1
ENSMUSG00000037773	Pced1a	ENSG00000132635	PCED1A
ENSMUSG00000038332	Sesn1	ENSG00000080546	SESN1
ENSMUSG00000024507	Hsd17b4	ENSG00000133835	HSD17B4
ENSMUSG00000036721	Zscan12	ENSG00000158691	ZSCAN12
ENSMUSG00000022350	Washc5	ENSG00000164961	WASHC5
ENSMUSG00000027346	Gpcpd1	ENSG00000125772	GPCPD1
ENSMUSG00000038784	Cnot4	ENSG00000080802	CNOT4
ENSMUSG00000034795	Ccdc122	ENSG00000151773	CCDC122
ENSMUSG00000025199	Chuk	ENSG00000213341	CHUK
ENSMUSG00000100679	Gm28778	ENSG00000128699	ORMDL1
ENSMUSG00000034480	Diaph2	ENSG00000147202	DIAPH2
