Geneid	Length	hisat2_aligned/FFA-control-1_S10.bam	hisat2_aligned/FFA-control-2_S11.bam	hisat2_aligned/FFA-control-3_S12.bam	hisat2_aligned/TEADap-inh-1_S13.bam	hisat2_aligned/TEADap-inh-2_S14.bam	hisat2_aligned/TEADsf-inh-1_S16.bam	hisat2_aligned/TEADsf-inh-2_S17.bam	hisat2_aligned/TEADsf-inh-3_S18.bam
ENSG00000225191	1240	0	0	0	0	0	0	0	0
ENSG00000287870	1211	0	0	0	0	0	0	0	0
ENSG00000235563	1871	0	0	0	0	0	0	0	0
ENSG00000232048	859	0	0	0	0	0	0	0	0
ENSG00000232857	835	0	0	0	0	0	0	0	0
ENSG00000273637	2171	0	0	0	0	0	0	0	0
ENSG00000203985	2376	1	0	0	0	0	1	0	0
ENSG00000228838	675	0	0	0	0	0	0	0	0
ENSG00000283761	5765	12	6	5	8	3	4	5	9
ENSG00000189433	1444	0	0	0	0	0	0	0	0
ENSG00000230759	418	0	0	0	0	0	0	0	0
ENSG00000231866	175	1	0	0	0	1	0	0	1
ENSG00000179178	2138	14	13	2	18	16	8	10	27
ENSG00000142700	3168	0	0	0	2	0	1	0	0
ENSG00000285525	1414	0	0	0	1	0	0	0	0
ENSG00000236098	592	0	0	0	0	0	0	0	0
ENSG00000233514	360	0	2	0	2	2	3	2	3
ENSG00000127124	14625	19	12	10	20	19	17	17	31
ENSG00000266993	1819	27	42	10	28	25	31	32	52
ENSG00000223675	2171	0	0	0	0	0	0	0	0
ENSG00000162604	5516	160	150	22	199	156	147	147	257
ENSG00000229316	653	0	0	0	0	0	0	0	0
ENSG00000116171	8253	6675	6768	969	5897	5335	5851	6109	9534
ENSG00000287406	968	0	0	0	0	0	0	0	0
ENSG00000225767	503	0	0	0	0	0	0	0	0
ENSG00000234099	1058	0	0	0	0	0	0	0	1
ENSG00000137936	6919	225	229	42	211	261	177	220	385
ENSG00000235308	475	0	0	0	0	0	0	0	0
ENSG00000232752	643	0	0	0	0	0	0	0	0
ENSG00000235829	326	0	0	0	0	0	0	0	0
ENSG00000143032	2044	0	0	0	0	0	0	0	0
ENSG00000226745	685	0	1	0	0	0	0	0	0
ENSG00000178028	5599	296	296	57	289	281	257	253	484
ENSG00000280040	672	0	0	1	1	0	0	1	2
ENSG00000168710	5035	1647	1510	301	1492	1583	1468	1481	2681
ENSG00000117519	2783	1734	1552	235	1771	1879	1497	1628	2760
ENSG00000270507	150	0	0	0	0	0	0	0	0
ENSG00000238037	274	0	0	0	0	0	0	0	0
ENSG00000215869	3146	0	0	0	0	0	1	0	0
ENSG00000134215	7306	12	5	3	10	11	7	10	19
ENSG00000227935	708	0	0	0	0	0	0	0	0
ENSG00000228502	1389	15	9	1	22	19	23	17	26
ENSG00000236268	4746	0	0	0	0	0	0	3	0
ENSG00000271277	379	0	0	0	0	0	0	0	0
ENSG00000236888	360	0	0	0	0	0	0	0	0
ENSG00000279778	3087	1	0	0	3	0	1	1	0
ENSG00000230955	481	0	0	0	0	0	0	0	0
ENSG00000230828	346	0	0	0	0	0	0	0	0
ENSG00000188641	7131	239	290	65	263	236	239	238	443
ENSG00000152078	7385	1102	1178	231	1008	988	1142	1143	1926
ENSG00000237279	395	0	0	0	0	0	0	0	0
ENSG00000233359	1734	0	0	0	0	0	0	0	0
ENSG00000237954	879	0	0	0	0	0	0	0	0
ENSG00000185668	2965	0	0	0	1	0	0	0	0
ENSG00000171492	4852	356	325	70	354	335	324	311	545
ENSG00000233129	766	0	0	0	0	0	0	0	0
ENSG00000170989	5223	108	130	23	73	68	102	88	167
ENSG00000258634	4216	25	35	11	32	30	33	29	38
ENSG00000233557	469	0	0	0	0	0	0	0	0
ENSG00000237897	593	0	0	0	0	0	0	0	0
ENSG00000116299	9194	6	4	1	6	20	8	9	9
ENSG00000137962	18370	707	801	204	643	541	634	538	1105
ENSG00000227832	1098	0	0	0	0	0	0	0	0
ENSG00000286692	486	0	2	0	0	1	0	0	0
ENSG00000260464	1766	2	2	1	2	0	3	3	2
ENSG00000237435	2804	0	0	0	0	0	0	0	0
ENSG00000231996	152	0	0	0	0	0	0	0	0
ENSG00000273204	429	4	8	0	2	5	6	4	6
ENSG00000079739	4077	1919	1952	295	1887	1792	1658	1902	3053
ENSG00000117154	3033	3	8	0	7	6	4	4	4
ENSG00000162377	4148	388	344	45	367	400	323	346	585
ENSG00000224613	2774	0	2	0	0	0	0	1	0
ENSG00000215871	814	0	0	0	0	0	0	0	0
ENSG00000287372	4336	1	0	0	0	0	0	0	0
ENSG00000232542	401	0	0	0	0	2	1	1	0
ENSG00000116774	2821	5	4	0	24	6	7	9	7
ENSG00000287756	1453	0	0	0	0	0	0	0	0
ENSG00000284652	1765	81	71	14	72	63	63	43	91
ENSG00000023909	5426	1445	1296	268	1378	1537	1410	1609	2632
ENSG00000069702	8577	295	308	51	187	180	189	163	294
ENSG00000232185	832	2	0	0	0	0	0	0	0
ENSG00000230489	619	0	0	0	0	0	0	0	0
ENSG00000228399	343	1	1	0	0	0	2	1	3
ENSG00000236776	460	0	0	0	0	0	0	0	0
ENSG00000224685	321	0	0	0	0	0	0	0	0
ENSG00000287076	2626	0	0	0	0	0	0	0	0
ENSG00000237480	8919	0	0	0	0	0	0	0	0
ENSG00000271252	287	0	0	0	1	0	0	0	0
ENSG00000230427	1096	0	0	0	0	0	0	0	0
ENSG00000235794	331	0	2	0	0	0	0	0	0
ENSG00000286758	599	0	0	0	0	0	0	0	0
ENSG00000237337	858	2	4	0	0	0	2	1	0
ENSG00000233983	399	0	0	0	0	0	0	0	0
ENSG00000198198	26354	281	280	86	197	216	204	256	471
ENSG00000225183	238	0	0	0	0	0	0	0	0
ENSG00000230402	497	0	0	0	0	0	0	0	1
ENSG00000116793	7170	200	165	30	144	196	175	161	277
ENSG00000238122	2481	0	0	0	0	0	0	0	0
ENSG00000260879	1566	0	0	0	0	0	0	0	0
ENSG00000283354	285	0	0	0	0	0	0	0	0
ENSG00000232918	488	0	0	0	0	0	0	0	0
ENSG00000236360	502	0	0	0	0	0	0	0	0
ENSG00000183298	880	12	11	3	15	9	10	6	15
ENSG00000234332	674	0	0	0	1	0	0	0	0
ENSG00000117525	2886	12	14	3	21	9	13	9	31
ENSG00000225079	520	0	0	0	0	0	0	0	0
ENSG00000226483	670	0	0	0	0	0	0	0	0
ENSG00000224238	2060	0	0	0	0	0	0	0	0
ENSG00000229537	2067	0	0	0	0	0	0	0	0
ENSG00000162699	943	0	0	0	0	0	0	0	0
ENSG00000162692	6049	0	4	0	13	2	9	12	10
ENSG00000203914	1567	1	0	0	1	0	0	0	0
ENSG00000270457	338	0	0	0	0	0	0	0	0
ENSG00000203858	1118	0	0	0	0	0	0	0	0
ENSG00000231987	1994	0	0	0	0	0	0	0	0
ENSG00000228057	1258	17	17	1	20	23	17	17	24
ENSG00000261593	190	0	0	0	0	0	0	0	0
ENSG00000224445	1045	0	0	0	0	0	0	0	0
ENSG00000229842	667	0	0	0	0	0	0	0	0
ENSG00000270631	558	0	0	0	0	0	0	0	0
ENSG00000229201	231	0	0	0	0	0	0	0	0
ENSG00000181656	3492	59	73	13	41	39	58	69	115
ENSG00000122481	1927	40	38	2	39	39	36	50	62
ENSG00000198162	9667	869	765	191	768	757	762	849	1307
ENSG00000238198	2467	1	0	0	0	1	0	1	3
ENSG00000171517	3536	6	0	0	1	6	3	0	5
ENSG00000228852	1418	0	0	0	0	0	0	0	0
ENSG00000203864	386	0	0	0	0	2	0	0	0
ENSG00000233482	352	0	0	0	0	0	0	0	0
ENSG00000230250	707	0	0	0	0	0	0	0	0
ENSG00000232878	1479	0	0	0	0	0	0	0	0
ENSG00000143079	7371	57	43	9	39	38	41	51	88
ENSG00000232450	748	3	1	0	5	0	1	2	2
ENSG00000223575	957	2	0	0	0	0	0	2	1
ENSG00000230768	3120	0	0	0	0	0	0	0	0
ENSG00000235202	858	0	0	0	0	0	0	0	0
ENSG00000272715	383	0	0	0	2	2	1	0	0
ENSG00000235038	620	0	0	0	0	0	0	0	0
ENSG00000143093	7344	206	187	46	202	236	207	235	398
ENSG00000226415	750	2	0	0	1	0	3	0	1
ENSG00000085491	6726	132	107	15	165	158	138	127	224
ENSG00000173947	3949	1	1	1	1	4	1	2	2
ENSG00000230434	1183	0	0	0	0	0	0	0	0
ENSG00000230718	358	0	0	0	0	0	0	0	0
ENSG00000134198	3413	0	0	0	0	0	1	0	0
ENSG00000235595	993	0	0	0	0	1	0	1	2
ENSG00000226053	2229	0	0	0	0	0	0	0	0
ENSG00000226128	433	0	0	0	0	0	0	0	0
ENSG00000198799	12467	47	62	18	60	45	53	56	116
ENSG00000279513	1492	0	0	0	0	0	0	0	0
ENSG00000117620	18235	357	369	65	375	372	374	348	600
ENSG00000280186	2331	0	0	0	0	0	0	0	0
ENSG00000223906	467	0	0	0	0	0	0	0	0
ENSG00000162688	8157	1154	1189	244	978	966	1023	1060	1677
ENSG00000197106	6636	5	0	0	1	3	0	0	0
ENSG00000259946	1810	0	0	0	0	0	0	0	0
ENSG00000236137	1946	4	3	1	1	2	0	5	3
ENSG00000203859	2277	1	0	1	3	0	1	1	6
ENSG00000228086	592	0	0	0	0	0	0	0	0
ENSG00000213421	783	0	0	0	0	0	0	0	0
ENSG00000234020	1133	0	0	0	0	0	0	0	0
ENSG00000236804	753	0	0	0	1	0	1	0	0
ENSG00000231072	1003	0	0	0	0	1	0	0	1
ENSG00000273406	476	0	0	0	0	0	0	0	0
ENSG00000185946	6867	61	73	20	55	44	78	59	120
ENSG00000162627	2067	370	364	45	394	419	342	386	624
ENSG00000226715	2862	0	0	0	0	0	0	0	0
ENSG00000162695	8600	540	490	103	523	458	480	504	834
ENSG00000265808	9039	501	500	87	526	524	450	481	837
ENSG00000261290	154	0	0	0	0	0	0	0	0
ENSG00000225923	742	0	0	0	0	0	0	0	0
ENSG00000134247	6488	422	367	94	399	393	330	384	666
ENSG00000187481	1111	0	0	0	0	0	0	0	0
ENSG00000116752	1289	419	352	37	447	373	333	340	586
ENSG00000162664	10988	308	332	79	362	331	318	315	548
ENSG00000236866	1091	0	0	0	0	0	0	0	0
ENSG00000134253	4368	10	9	1	11	2	3	12	18
ENSG00000223416	348	0	0	0	0	0	0	0	0
ENSG00000179571	2119	1	1	3	2	4	3	2	3
ENSG00000227850	180	0	0	0	0	0	0	0	0
ENSG00000235777	974	0	0	0	0	0	0	0	0
ENSG00000173218	9045	158	167	29	165	163	156	154	308
ENSG00000285532	1014	0	0	0	0	0	0	0	0
ENSG00000226755	508	0	1	0	0	0	0	0	0
ENSG00000232650	1528	1	4	0	1	5	2	1	4
ENSG00000183508	5654	69	85	11	66	58	64	48	88
ENSG00000277095	1807	0	0	0	0	0	0	0	0
ENSG00000234283	420	0	0	0	0	0	0	0	0
ENSG00000232780	915	0	2	1	1	0	0	0	1
ENSG00000274927	1232	0	0	0	0	0	0	0	0
ENSG00000264145	675	0	0	0	0	0	0	0	0
ENSG00000238256	143	0	0	0	0	0	0	0	0
ENSG00000198765	4278	0	0	0	0	0	0	0	0
ENSG00000224335	217	0	0	0	0	0	0	0	0
ENSG00000277702	213	0	0	0	0	0	0	0	0
ENSG00000143398	5405	254	242	59	216	227	198	187	337
ENSG00000196505	10487	115	149	49	189	180	145	166	293
ENSG00000223489	2629	0	0	0	0	1	0	0	0
ENSG00000230546	141	0	0	0	0	0	0	0	0
ENSG00000213262	828	0	0	0	0	0	0	0	0
ENSG00000287015	719	0	0	0	1	0	0	0	0
ENSG00000235526	508	0	0	0	0	0	0	0	0
ENSG00000228347	525	0	2	0	2	1	1	1	0
ENSG00000236012	281	0	0	0	0	0	1	2	2
ENSG00000270911	1251	0	0	0	0	0	0	0	0
ENSG00000134200	528	0	0	0	0	0	0	0	0
ENSG00000065183	10276	533	530	110	504	424	384	364	626
ENSG00000227082	4737	0	0	3	1	2	2	1	0
ENSG00000226126	1314	0	0	0	3	3	1	0	0
ENSG00000163393	5277	48	30	9	37	60	36	43	77
ENSG00000163156	3264	97	79	9	127	99	88	100	169
ENSG00000143631	12793	0	0	0	0	0	0	0	0
ENSG00000156150	1976	0	0	0	0	0	0	1	0
ENSG00000228453	381	0	0	0	0	0	0	0	0
ENSG00000274642	853	0	1	0	1	0	1	0	1
ENSG00000177551	7541	0	0	0	0	0	0	0	0
ENSG00000197323	9604	541	536	124	437	397	488	488	870
ENSG00000237975	14980	6	6	2	7	5	3	8	13
ENSG00000261168	1536	1	5	0	1	1	0	5	2
ENSG00000287980	1348	0	0	0	0	0	0	0	0
ENSG00000229283	476	0	0	0	0	0	0	0	0
ENSG00000271419	864	0	0	0	0	0	0	0	0
ENSG00000226172	653	0	0	0	0	0	0	0	0
ENSG00000079335	6510	26	25	5	25	18	21	23	30
ENSG00000143119	2152	71	43	5	51	61	90	66	98
ENSG00000237278	1563	0	0	0	0	0	0	0	0
ENSG00000233432	1548	1	1	0	0	1	0	1	0
ENSG00000227700	517	0	0	0	0	0	0	0	0
ENSG00000229911	680	0	0	0	0	0	0	0	0
ENSG00000143520	9124	0	0	0	0	0	0	0	0
ENSG00000171943	7335	62	56	11	53	39	63	50	74
ENSG00000270719	214	0	0	0	0	0	0	0	0
ENSG00000155761	9828	3	1	0	1	1	0	1	5
ENSG00000230806	2649	0	0	0	0	0	0	0	0
ENSG00000116830	10158	76	75	12	72	92	65	76	145
ENSG00000234422	340	0	0	0	0	0	0	0	0
ENSG00000227056	783	0	0	0	0	0	0	0	0
ENSG00000227091	1660	0	0	0	0	0	0	0	0
ENSG00000214204	910	0	0	0	0	0	0	0	0
ENSG00000081026	8414	187	189	64	204	196	206	199	389
ENSG00000225650	968	0	0	0	0	0	0	0	0
ENSG00000224965	748	0	0	0	0	0	0	0	0
ENSG00000228127	2428	0	0	0	0	0	0	0	0
ENSG00000226984	427	0	0	0	0	2	0	0	0
ENSG00000186150	1505	0	0	0	0	0	0	0	0
ENSG00000143458	9189	42	32	13	59	69	62	42	76
ENSG00000230932	579	0	0	0	0	0	0	0	0
ENSG00000073754	2469	0	0	0	0	0	0	0	0
ENSG00000228826	544	12	8	2	12	18	14	23	20
ENSG00000233907	2755	0	0	0	0	0	0	0	0
ENSG00000225036	828	0	0	0	0	0	0	0	0
ENSG00000228420	476	0	0	0	0	0	0	0	0
ENSG00000233839	410	0	0	0	0	0	0	0	1
ENSG00000250890	157	0	0	0	0	0	0	0	0
ENSG00000232240	243	0	0	0	0	0	0	0	0
ENSG00000230921	311	1	0	0	1	0	0	1	0
ENSG00000286151	1095	0	0	0	0	0	0	0	0
ENSG00000234388	301	0	0	0	0	0	0	0	0
ENSG00000271736	1647	0	0	0	0	0	0	0	0
ENSG00000233717	171	0	0	0	0	0	0	0	0
ENSG00000163155	2508	29	24	5	21	18	19	34	37
ENSG00000241975	318	17	9	0	14	16	6	8	32
ENSG00000271143	203	0	0	0	0	0	0	1	0
ENSG00000270976	213	0	0	0	0	0	0	0	0
ENSG00000228217	420	8	6	1	8	3	4	7	13
ENSG00000270342	403	0	0	0	0	0	0	0	0
ENSG00000175984	7413	284	309	69	278	237	216	235	374
ENSG00000231100	666	0	4	0	2	2	1	1	11
ENSG00000116824	1635	1	2	0	2	2	1	0	0
ENSG00000235887	408	0	0	0	0	0	0	0	0
ENSG00000237460	2185	0	0	0	0	0	0	0	0
ENSG00000236887	434	0	0	0	0	0	0	0	0
ENSG00000024526	5904	0	1	0	4	3	1	0	4
ENSG00000236480	1523	1	1	0	1	0	0	0	1
ENSG00000235756	1135	0	0	0	0	0	0	0	0
ENSG00000173810	489	0	0	0	2	0	0	0	0
ENSG00000235005	450	0	0	0	0	0	0	0	0
ENSG00000271890	1029	0	0	0	0	0	0	0	0
ENSG00000227425	264	0	0	0	0	0	0	0	0
ENSG00000225279	1687	1	0	0	0	0	0	0	0
ENSG00000229101	345	0	0	0	0	0	0	0	0
ENSG00000239216	410	0	0	0	0	0	0	0	0
ENSG00000283360	863	0	0	0	0	0	0	0	0
ENSG00000117262	5561	24	29	5	21	19	28	30	41
ENSG00000227907	452	0	0	0	0	0	0	0	0
ENSG00000227970	1377	0	0	0	0	0	0	0	0
ENSG00000261055	1889	0	0	0	0	0	0	0	1
ENSG00000231613	509	0	0	0	0	0	0	0	0
ENSG00000137947	2524	271	250	35	284	254	202	226	375
ENSG00000236689	677	0	0	0	0	0	0	0	0
ENSG00000233589	960	0	0	0	0	0	0	0	1
ENSG00000117586	3963	6	5	0	8	4	6	5	12
ENSG00000230946	979	0	0	0	0	0	0	0	0
ENSG00000226028	534	0	0	0	0	0	0	0	0
ENSG00000162728	4202	0	0	0	0	0	0	0	1
ENSG00000229021	4109	1	1	0	0	0	0	1	2
ENSG00000203825	2594	2	0	0	0	0	0	0	0
ENSG00000184371	5238	176	158	26	145	128	134	150	253
ENSG00000233449	673	0	0	0	0	0	0	0	0
ENSG00000242943	582	0	0	0	0	0	0	0	0
ENSG00000233203	765	0	3	0	2	2	0	2	4
ENSG00000232499	1029	0	0	4	0	0	2	1	1
ENSG00000232265	6391	0	0	0	0	0	1	0	1
ENSG00000163154	1158	0	2	0	2	0	1	1	1
ENSG00000232995	3626	2	0	0	2	1	2	2	3
ENSG00000238087	1600	0	0	0	0	0	0	0	0
ENSG00000227777	618	0	0	0	0	0	0	0	0
ENSG00000177173	1157	2	2	4	2	4	7	1	9
ENSG00000238022	785	0	0	0	0	0	0	0	0
ENSG00000231671	1238	0	0	0	0	0	0	0	0
ENSG00000162729	2592	1266	1134	191	1114	1140	1037	1191	1961
ENSG00000143158	2638	2064	1892	241	2314	2239	1936	2087	3319
ENSG00000271092	1961	4	7	3	4	8	6	2	8
ENSG00000238118	510	0	0	0	0	0	0	0	0
ENSG00000276118	96	0	0	0	0	0	0	0	0
ENSG00000232148	1370	0	0	0	0	0	0	0	0
ENSG00000278811	5564	0	2	0	0	0	0	0	0
ENSG00000000460	5970	28	25	6	32	18	23	28	36
ENSG00000188859	5719	5	11	6	8	7	16	10	24
ENSG00000275075	99	0	0	0	0	0	0	0	0
ENSG00000135862	8446	1760	1550	327	1408	1482	1241	1425	2562
ENSG00000232952	1779	0	0	0	0	0	0	0	0
ENSG00000227722	1678	1	0	0	0	0	0	0	0
ENSG00000285922	1784	0	0	0	0	0	0	0	0
ENSG00000275801	523	0	0	0	0	0	0	0	0
ENSG00000143198	8052	926	871	100	1028	989	720	854	1294
ENSG00000143318	2157	1	0	0	1	0	0	0	0
ENSG00000232188	575	0	0	0	0	0	0	0	0
ENSG00000232212	451	0	0	0	0	0	0	0	0
ENSG00000143621	2261	871	798	101	930	912	712	805	1310
ENSG00000241042	171	0	0	0	0	0	0	0	0
ENSG00000143155	3186	385	328	39	455	440	381	362	663
ENSG00000260322	1976	0	0	0	0	0	0	0	0
ENSG00000223495	318	0	0	0	0	0	0	0	0
ENSG00000143156	5718	48	46	6	66	61	49	66	93
ENSG00000198771	8165	3	4	0	3	4	1	6	7
ENSG00000225462	1071	0	0	0	1	0	2	0	0
ENSG00000237756	469	0	0	0	0	0	0	0	0
ENSG00000116147	12806	0	0	0	1	0	1	0	0
ENSG00000213064	11217	555	572	241	636	619	475	555	977
ENSG00000203307	594	2	0	0	2	1	2	1	0
ENSG00000143179	6984	273	229	41	214	192	196	222	342
ENSG00000271187	219	0	0	0	0	0	0	0	0
ENSG00000274562	555	0	0	0	0	0	0	0	0
ENSG00000143315	7038	172	121	25	124	142	115	125	231
ENSG00000231175	2216	0	0	0	0	0	0	0	0
ENSG00000143185	562	0	1	0	0	1	1	0	0
ENSG00000272931	695	3	2	0	1	3	3	2	4
ENSG00000143190	16031	255	233	77	209	210	190	208	338
ENSG00000225475	141	0	0	0	0	0	0	0	0
ENSG00000230898	484	0	0	1	1	0	0	1	1
ENSG00000232223	918	0	0	0	0	0	0	0	0
ENSG00000224698	2481	0	0	0	0	0	0	0	0
ENSG00000287697	1271	4	5	1	9	5	9	8	19
ENSG00000075945	4978	296	236	31	291	323	276	293	436
ENSG00000235303	1923	1	0	0	0	0	0	0	0
ENSG00000234810	8481	0	0	0	0	0	0	0	0
ENSG00000224468	479	0	1	0	0	0	0	0	0
ENSG00000235628	630	0	0	0	0	0	0	0	0
ENSG00000232551	1559	0	0	0	0	0	0	0	0
ENSG00000092607	4344	1000	796	184	852	1084	799	859	1487
ENSG00000238270	414	0	0	0	0	0	0	0	0
ENSG00000285894	1406	0	0	0	0	0	0	0	0
ENSG00000236025	209	0	0	0	0	0	0	0	0
ENSG00000230687	775	0	0	0	0	0	0	0	0
ENSG00000230704	677	0	0	0	0	0	0	0	0
ENSG00000283255	389	0	0	0	0	0	0	0	0
ENSG00000227741	1578	10	12	3	9	4	4	3	10
ENSG00000237049	354	0	0	0	0	0	0	0	0
ENSG00000286754	667	0	0	0	0	0	0	0	0
ENSG00000232751	316	0	0	0	0	0	0	0	0
ENSG00000236364	2952	0	0	0	0	0	0	0	0
ENSG00000117091	3254	5	3	0	10	5	11	10	13
ENSG00000235378	130	0	0	0	0	0	0	0	0
ENSG00000143171	2691	0	2	0	1	1	0	0	3
ENSG00000275767	1861	0	0	0	0	0	0	0	0
ENSG00000224718	1809	0	0	0	0	0	0	0	0
ENSG00000047410	12350	1040	1034	205	1155	1096	1028	996	1737
ENSG00000231992	420	3	8	3	7	3	1	4	8
ENSG00000018625	6298	8	13	0	1	4	4	5	9
ENSG00000171806	1575	25	30	2	39	43	36	36	50
ENSG00000287919	2726	0	0	0	1	0	1	1	0
ENSG00000233882	299	0	0	0	0	0	0	0	0
ENSG00000198358	2136	0	0	0	0	1	1	0	0
ENSG00000134216	4643	0	0	0	1	0	0	0	0
ENSG00000230748	625	0	0	0	0	0	0	0	0
ENSG00000254154	7841	192	204	67	136	123	154	143	292
ENSG00000162694	4015	94	85	16	92	99	89	93	158
ENSG00000238108	433	0	0	0	0	0	0	0	0
ENSG00000214262	1779	0	0	0	1	0	0	0	1
ENSG00000215835	1969	2	1	0	0	7	2	3	4
ENSG00000118197	4410	126	114	35	143	152	132	143	221
ENSG00000135842	8330	56	45	17	116	77	70	81	132
ENSG00000229258	1580	0	0	0	0	0	0	1	1
ENSG00000287472	1230	0	0	0	0	0	0	0	0
ENSG00000241318	928	0	0	0	0	0	0	0	1
ENSG00000228238	1021	0	0	0	0	0	0	0	0
ENSG00000232393	886	1	0	0	0	0	0	0	0
ENSG00000184155	930	0	0	0	1	0	0	0	0
ENSG00000058085	6770	522	405	76	655	729	322	390	785
ENSG00000260088	736	0	0	0	0	0	0	0	2
ENSG00000116815	1784	153	140	19	164	217	168	204	321
ENSG00000232917	291	9	5	0	3	4	3	3	9
ENSG00000233057	1376	8	9	1	13	6	10	9	21
ENSG00000237131	248	0	0	0	0	0	0	0	0
ENSG00000233946	161	0	0	0	0	1	0	0	0
ENSG00000143167	2946	1	0	0	0	1	0	0	1
ENSG00000143184	1227	0	0	0	0	0	2	0	0
ENSG00000260976	1423	0	0	0	0	0	0	0	0
ENSG00000235215	317	0	0	0	0	0	0	0	0
ENSG00000224691	353	0	0	0	0	0	0	0	0
ENSG00000286572	2560	0	0	0	0	1	0	0	0
ENSG00000235101	832	0	0	0	0	0	0	0	0
ENSG00000228215	2312	0	0	0	0	0	0	0	0
ENSG00000177807	6252	0	0	0	0	0	0	0	0
ENSG00000233626	386	0	0	0	0	0	0	0	2
ENSG00000233691	590	0	0	0	0	0	0	0	0
ENSG00000283518	2074	0	0	0	0	0	0	0	0
ENSG00000271527	535	0	0	0	0	0	0	0	0
ENSG00000143228	3362	5	4	0	4	6	2	3	7
ENSG00000235827	1276	0	0	0	0	0	0	0	0
ENSG00000231615	1337	0	0	0	0	0	0	0	0
ENSG00000231714	440	0	0	0	0	0	0	0	0
ENSG00000174514	5790	10	14	0	8	2	6	13	13
ENSG00000143178	3810	12	14	3	8	12	12	19	33
ENSG00000224837	522	0	1	0	0	1	0	1	0
ENSG00000116833	7543	316	332	82	316	307	310	238	469
ENSG00000227740	1201	2	0	1	1	4	2	2	7
ENSG00000260990	847	0	0	0	0	0	0	0	0
ENSG00000000457	6883	99	94	14	112	109	101	102	183
ENSG00000143507	2827	678	680	130	479	510	441	456	842
ENSG00000285638	2438	0	0	0	0	0	0	0	0
ENSG00000284592	262	0	0	0	0	0	0	0	0
ENSG00000230987	3528	0	0	0	0	0	0	0	0
ENSG00000232527	878	0	0	0	0	0	0	0	0
ENSG00000215833	1540	0	0	0	0	0	1	0	2
ENSG00000228167	442	0	0	0	0	0	0	0	0
ENSG00000225325	810	0	0	0	0	0	0	0	0
ENSG00000223344	780	0	0	0	0	0	0	0	0
ENSG00000150732	228	0	0	0	0	0	0	0	0
ENSG00000157064	6943	0	0	0	0	0	0	1	0
ENSG00000288139	195	0	0	0	0	0	0	0	0
ENSG00000215808	5965	0	2	0	0	0	0	1	0
ENSG00000059588	7819	259	291	48	224	257	235	241	482
ENSG00000237379	527	0	0	0	0	0	0	0	0
ENSG00000232959	341	0	0	0	0	0	0	1	0
ENSG00000122224	9118	1	2	0	2	2	0	1	3
ENSG00000162782	4090	1	1	0	0	0	0	1	0
ENSG00000238051	448	0	0	0	0	0	0	0	0
ENSG00000233196	677	0	0	0	0	0	0	0	0
ENSG00000229220	749	0	0	0	0	2	0	1	1
ENSG00000143653	2141	2296	2131	299	2631	2595	2275	2502	3869
ENSG00000158711	12191	410	424	133	325	371	310	356	620
ENSG00000227747	790	0	0	0	0	0	0	0	0
ENSG00000228081	362	0	0	0	0	0	0	0	0
ENSG00000228020	937	0	0	0	0	0	0	0	0
ENSG00000234975	412	29	43	6	61	41	31	41	80
ENSG00000162851	1784	288	280	39	275	294	262	225	389
ENSG00000271427	575	0	0	0	0	1	0	0	0
ENSG00000143353	2941	279	209	34	291	253	186	228	368
ENSG00000197965	7069	984	827	168	848	929	825	978	1560
ENSG00000143493	5326	175	166	35	219	217	194	189	345
ENSG00000230777	171	0	1	0	0	0	0	0	2
ENSG00000179397	4431	12	15	8	13	11	15	15	17
ENSG00000224540	1224	0	0	0	0	0	0	0	0
ENSG00000117592	2311	1998	1801	260	2111	2053	1765	1903	3078
ENSG00000186197	3996	0	1	0	0	1	0	0	2
ENSG00000229067	151	0	0	0	2	1	0	0	0
ENSG00000230231	768	0	0	0	0	0	1	0	0
ENSG00000227711	772	0	0	0	0	0	0	0	0
ENSG00000261182	2277	0	0	0	0	0	0	0	0
ENSG00000228879	322	0	0	0	0	0	0	0	0
ENSG00000227925	819	0	0	0	1	0	0	1	0
ENSG00000162670	4273	0	0	0	0	0	0	0	0
ENSG00000225712	426	0	0	0	0	0	0	0	0
ENSG00000162761	4185	0	0	0	0	0	0	0	0
ENSG00000143199	6141	13	12	2	15	11	10	6	14
ENSG00000007908	4586	0	4	0	2	2	0	1	2
ENSG00000092978	8841	75	74	16	67	83	80	65	110
ENSG00000143499	4889	902	842	123	914	908	727	891	1378
ENSG00000188404	2731	4	9	2	12	12	13	12	14
ENSG00000227735	297	0	0	0	0	0	0	0	0
ENSG00000143196	1719	0	3	0	2	0	1	0	1
ENSG00000228504	382	0	0	0	0	0	0	0	0
ENSG00000274702	274	0	0	0	0	0	0	0	0
ENSG00000226211	357	0	0	0	0	0	0	0	0
ENSG00000236942	353	2	1	0	0	1	1	4	1
ENSG00000287205	951	0	0	0	1	0	0	0	0
ENSG00000203697	5174	151	123	22	214	231	179	203	346
ENSG00000116574	3965	2548	2844	473	2736	2868	2495	2572	4441
ENSG00000287929	932	0	3	1	1	0	3	3	1
ENSG00000224896	941	0	0	0	0	0	0	0	0
ENSG00000226292	813	0	0	0	0	0	0	0	0
ENSG00000121481	3906	72	69	11	64	69	62	67	114
ENSG00000227940	849	0	0	0	0	0	0	0	0
ENSG00000143248	6624	10	18	3	14	12	16	11	27
