GeneID_mouse	GeneSymbol_mouse	GeneID_macaque	GeneSymbol_macaque
ENSMUSG00000072596	Ear2	ENSMFAG00000014110	
ENSMUSG00000072596	Ear2	ENSMFAG00000014172	
ENSMUSG00000021076	Actr10	ENSMFAG00000012469	ACTR10
ENSMUSG00000040029	Ipo8	ENSMFAG00000012472	IPO8
ENSMUSG00000026356	Dars	ENSMFAG00000008693	DARS
ENSMUSG00000062604	Srpk2	ENSMFAG00000013276	
ENSMUSG00000029068	Ccnl2	ENSMFAG00000009740	CCNL2
ENSMUSG00000031327	Chic1	ENSMFAG00000011399	CHIC1
ENSMUSG00000057841	Rpl32	ENSMFAG00000011451	
ENSMUSG00000040034	Nup43	ENSMFAG00000008983	
ENSMUSG00000064816	Gm22357	ENSMFAG00000012707	
ENSMUSG00000071637	Cebpd	ENSMFAG00000008892	CEBPD
ENSMUSG00000028580	Pum1	ENSMFAG00000010291	PUM1
ENSMUSG00000005674	Tomm40l	ENSMFAG00000013716	
ENSMUSG00000040354	Mars	ENSMFAG00000010123	MARS
ENSMUSG00000117310	Ptp4a1	ENSMFAG00000011968	
ENSMUSG00000079508	Apoo	ENSMFAG00000013034	
ENSMUSG00000039163	Cmc1	ENSMFAG00000012859	
ENSMUSG00000031839	Hsbp1	ENSMFAG00000014846	
ENSMUSG00000061787	Rps17	ENSMFAG00000010115	
ENSMUSG00000030315	Vgll4	ENSMFAG00000009745	VGLL4
ENSMUSG00000050714	Zbtb26	ENSMFAG00000009076	ZBTB26
ENSMUSG00000032288	Imp3	ENSMFAG00000008867	IMP3
ENSMUSG00000026238	Ptma	ENSMFAG00000009327	
ENSMUSG00000057134	Ado	ENSMFAG00000013749	ADO
ENSMUSG00000058126	Tpm3-rs7	ENSMFAG00000010169	
ENSMUSG00000023723	Mrps23	ENSMFAG00000011500	
ENSMUSG00000025421	Hdhd2	ENSMFAG00000012951	
ENSMUSG00000089942	Pira2	ENSMFAG00000013367	LILRB4
ENSMUSG00000024073	Birc6	ENSMFAG00000008985	BIRC6
ENSMUSG00000070873	Lilra5	ENSMFAG00000013367	LILRB4
ENSMUSG00000050555	Hyls1	ENSMFAG00000010478	
ENSMUSG00000006699	Cdc42	ENSMFAG00000013210	
ENSMUSG00000061461	Smim20	ENSMFAG00000011035	
ENSMUSG00000044367	Slc16a13	ENSMFAG00000009701	SLC16A13
ENSMUSG00000039519	Cyp7b1	ENSMFAG00000013431	CYP7B1
ENSMUSG00000046567	4930430F08Rik	ENSMFAG00000008910	
ENSMUSG00000049421	Zfp260	ENSMFAG00000009739	ZNF260
ENSMUSG00000020364	Zfp354a	ENSMFAG00000013407	ZNF354A
ENSMUSG00000021939	Ctsb	ENSMFAG00000014829	
ENSMUSG00000055900	Tmem69	ENSMFAG00000011600	
ENSMUSG00000051390	Zbtb22	ENSMFAG00000011344	ZBTB22
ENSMUSG00000062006	Rpl34	ENSMFAG00000009371	
ENSMUSG00000032422	Snx14	ENSMFAG00000010669	SNX14
ENSMUSG00000019179	Mdh2	ENSMFAG00000012605	
ENSMUSG00000014313	Cox6c	ENSMFAG00000011904	
ENSMUSG00000037029	Zfp146	ENSMFAG00000013224	ZNF146
ENSMUSG00000022146	Osmr	ENSMFAG00000014306	OSMR
ENSMUSG00000028629	Exo5	ENSMFAG00000008984	EXO5
ENSMUSG00000046352	Gjb2	ENSMFAG00000013561	GJB2
ENSMUSG00000044155	Lsm8	ENSMFAG00000013044	
ENSMUSG00000098986	Gm28006	ENSMFAG00000010145	
ENSMUSG00000065265	Gm23455	ENSMFAG00000012629	
ENSMUSG00000046157	Tmem229b	ENSMFAG00000009950	TMEM229B
ENSMUSG00000033060	Lmo7	ENSMFAG00000008703	LMO7
ENSMUSG00000032330	Cox7a2	ENSMFAG00000011575	
ENSMUSG00000001986	Gria3	ENSMFAG00000011695	GRIA3
ENSMUSG00000022248	Rad1	ENSMFAG00000012657	RAD1
ENSMUSG00000026223	Itm2c	ENSMFAG00000014731	
ENSMUSG00000026380	Tfcp2l1	ENSMFAG00000013698	TFCP2L1
ENSMUSG00000030407	Qpctl	ENSMFAG00000009032	
ENSMUSG00000060121	Gemin2	ENSMFAG00000014362	GEMIN2
ENSMUSG00000062585	Cnr2	ENSMFAG00000009512	CNR2
ENSMUSG00000022013	Dnajc15	ENSMFAG00000011195	DNAJC15
ENSMUSG00000058818	Pirb	ENSMFAG00000013367	LILRB4
ENSMUSG00000068566	Myadm	ENSMFAG00000009616	
ENSMUSG00000020262	Adarb1	ENSMFAG00000011312	ADARB1
ENSMUSG00000025903	Lypla1	ENSMFAG00000011194	
ENSMUSG00000045064	Zc2hc1c	ENSMFAG00000013902	
ENSMUSG00000060591	Ifitm2	ENSMFAG00000011493	
ENSMUSG00000070697	Utp3	ENSMFAG00000013579	UTP3
ENSMUSG00000032641	Gpr19	ENSMFAG00000012704	GPR19
ENSMUSG00000034297	Med13	ENSMFAG00000013972	MED13
ENSMUSG00000020462	Cfap36	ENSMFAG00000010897	
ENSMUSG00000064247	Plcxd1	ENSMFAG00000010644	PLCXD1
ENSMUSG00000062691	Cebpzos	ENSMFAG00000012351	
ENSMUSG00000052605	Isoc2b	ENSMFAG00000009165	ISOC2
ENSMUSG00000044030	Irf2bp1	ENSMFAG00000010425	IRF2BP1
ENSMUSG00000049823	Zbtb12	ENSMFAG00000010877	ZBTB12
ENSMUSG00000031150	Ccdc120	ENSMFAG00000011731	CCDC120
ENSMUSG00000025492	Ifitm3	ENSMFAG00000011493	
ENSMUSG00000038690	Atp5j2	ENSMFAG00000012545	
ENSMUSG00000038690	Atp5j2	ENSMFAG00000013019	
ENSMUSG00000029534	St7	ENSMFAG00000008568	ST7
ENSMUSG00000034739	Mfrp	ENSMFAG00000011642	MFRP
ENSMUSG00000058921	Slc10a5	ENSMFAG00000010919	SLC10A5
ENSMUSG00000019039	Dalrd3	ENSMFAG00000009642	DALRD3
ENSMUSG00000022526	Zfp251	ENSMFAG00000010896	ZNF251
ENSMUSG00000044317	Gpr4	ENSMFAG00000011251	GPR4
ENSMUSG00000064357	mt-Atp6	ENSMFAG00000013152	
ENSMUSG00000074211	Sdhaf1	ENSMFAG00000015193	SDHAF1
ENSMUSG00000035367	Rmi1	ENSMFAG00000013223	RMI1
ENSMUSG00000042190	Cmklr1	ENSMFAG00000014872	CMKLR1
ENSMUSG00000026064	Ptp4a1	ENSMFAG00000011968	
ENSMUSG00000033697	Arhgap39	ENSMFAG00000009224	ARHGAP39
ENSMUSG00000036023	Parp2	ENSMFAG00000013069	PARP2
ENSMUSG00000037958	Nsrp1	ENSMFAG00000014745	NSRP1
ENSMUSG00000006342	Susd2	ENSMFAG00000010252	SUSD2
ENSMUSG00000026032	Ndufb3	ENSMFAG00000009768	
ENSMUSG00000044813	Shb	ENSMFAG00000014991	SHB
ENSMUSG00000027809	Etfdh	ENSMFAG00000014894	ETFDH
ENSMUSG00000024414	Mrpl27	ENSMFAG00000008788	
ENSMUSG00000021754	Map3k1	ENSMFAG00000014401	MAP3K1
ENSMUSG00000015289	Lage3	ENSMFAG00000012369	
ENSMUSG00000057193	Slc44a2	ENSMFAG00000013480	
ENSMUSG00000021548	Ccnh	ENSMFAG00000008721	
ENSMUSG00000075271	Ttc30a1	ENSMFAG00000013968	TTC30B
ENSMUSG00000054863	Tafa5	ENSMFAG00000014834	
ENSMUSG00000023051	Tarbp2	ENSMFAG00000013567	TARBP2
ENSMUSG00000037260	Hgsnat	ENSMFAG00000009475	
ENSMUSG00000096210	H1f0	ENSMFAG00000012435	H1F0
ENSMUSG00000074781	Ube2n	ENSMFAG00000009336	
ENSMUSG00000052459	Atp6v1a	ENSMFAG00000012381	
ENSMUSG00000004771	Rab11a	ENSMFAG00000009576	
ENSMUSG00000056204	Pgpep1	ENSMFAG00000009200	PGPEP1
ENSMUSG00000036565	Ttyh3	ENSMFAG00000009198	TTYH3
ENSMUSG00000060407	Cyp2a12	ENSMFAG00000014644	
ENSMUSG00000030869	Ndufab1	ENSMFAG00000014550	
ENSMUSG00000068966	Zbtb34	ENSMFAG00000014178	ZBTB34
ENSMUSG00000055302	Mrfap1	ENSMFAG00000011252	MRFAP1L1
ENSMUSG00000021779	Thrb	ENSMFAG00000008661	
ENSMUSG00000060708	Bloc1s4	ENSMFAG00000011159	
ENSMUSG00000034064	Poglut1	ENSMFAG00000014083	POGLUT1
ENSMUSG00000056394	Lig1	ENSMFAG00000010948	LIG1
ENSMUSG00000051675	Trim32	ENSMFAG00000012352	TRIM32
ENSMUSG00000064798	n-R5s193	ENSMFAG00000012915	
ENSMUSG00000075273	Ttc30b	ENSMFAG00000013968	TTC30B
ENSMUSG00000030246	Ldhb	ENSMFAG00000012082	
ENSMUSG00000096764	Gm21985	ENSMFAG00000014792	SLC12A6
ENSMUSG00000041180	Hectd2	ENSMFAG00000012546	HECTD2
ENSMUSG00000001016	Ilf2	ENSMFAG00000030239	
ENSMUSG00000027752	Exosc8	ENSMFAG00000027794	EXOSC8
ENSMUSG00000031010	Usp9x	ENSMFAG00000025475	USP9X
ENSMUSG00000031642	Sh3rf1	ENSMFAG00000026776	SH3RF1
ENSMUSG00000041353	Tmem29	ENSMFAG00000030091	
ENSMUSG00000046711	Hmga1	ENSMFAG00000030532	
ENSMUSG00000030327	Necap1	ENSMFAG00000031784	
ENSMUSG00000038412	Higd1a	ENSMFAG00000027422	
ENSMUSG00000109850	Gm45692	ENSMFAG00000031570	RNF170
ENSMUSG00000048911	Rnf24	ENSMFAG00000031331	RNF24
ENSMUSG00000033885	Pxk	ENSMFAG00000031688	PXK
ENSMUSG00000006736	Tspan31	ENSMFAG00000030163	TSPAN31
ENSMUSG00000051232	Tmem199	ENSMFAG00000027349	
ENSMUSG00000017390	Aldoc	ENSMFAG00000031336	ALDOC
ENSMUSG00000032040	Dcps	ENSMFAG00000018709	DCPS
ENSMUSG00000026142	Rhbdd1	ENSMFAG00000030915	RHBDD1
ENSMUSG00000030551	Nr2f2	ENSMFAG00000019290	NR2F2
ENSMUSG00000025586	Cpeb1	ENSMFAG00000029641	CPEB1
ENSMUSG00000079480	Pin4	ENSMFAG00000018870	
ENSMUSG00000048047	Zbtb33	ENSMFAG00000026263	ZBTB33
ENSMUSG00000030512	Snrpa1	ENSMFAG00000021023	
ENSMUSG00000021669	Col4a3bp	ENSMFAG00000030820	CERT1
ENSMUSG00000006127	Inpp5k	ENSMFAG00000030338	INPP5K
ENSMUSG00000048758	Rpl29	ENSMFAG00000029018	
ENSMUSG00000048758	Rpl29	ENSMFAG00000030357	
ENSMUSG00000048758	Rpl29	ENSMFAG00000030460	
ENSMUSG00000021945	Zmym2	ENSMFAG00000031877	ZMYM2
ENSMUSG00000085795	Zfp703	ENSMFAG00000024306	ZNF703
ENSMUSG00000040026	Saa3	ENSMFAG00000025977	
ENSMUSG00000117621	Hspe1-rs1	ENSMFAG00000024197	
ENSMUSG00000047881	Rell1	ENSMFAG00000029954	
ENSMUSG00000022466	Rpap3	ENSMFAG00000030749	RPAP3
ENSMUSG00000047989	Ino80c	ENSMFAG00000016439	
ENSMUSG00000028034	Fubp1	ENSMFAG00000031825	FUBP1
ENSMUSG00000036270	Edc4	ENSMFAG00000030369	EDC4
ENSMUSG00000062825	Actg1	ENSMFAG00000030086	
ENSMUSG00000027641	Rbl1	ENSMFAG00000030714	RBL1
ENSMUSG00000031357	Syap1	ENSMFAG00000031838	SYAP1
ENSMUSG00000040054	Baz2a	ENSMFAG00000029840	BAZ2A
ENSMUSG00000100254	Trpc2	ENSMFAG00000029925	
ENSMUSG00000020572	Nampt	ENSMFAG00000028242	NAMPT
ENSMUSG00000040025	Ythdf2	ENSMFAG00000026128	YTHDF2
ENSMUSG00000005338	Cadm3	ENSMFAG00000024756	
ENSMUSG00000043140	Tmem186	ENSMFAG00000030183	TMEM186
ENSMUSG00000024251	Thada	ENSMFAG00000015722	THADA
ENSMUSG00000025491	Ifitm1	ENSMFAG00000026356	
ENSMUSG00000025491	Ifitm1	ENSMFAG00000028816	
ENSMUSG00000016534	Lamp2	ENSMFAG00000026553	LAMP2
ENSMUSG00000043733	Ptpn11	ENSMFAG00000030990	
ENSMUSG00000022214	Dcaf11	ENSMFAG00000015999	DCAF11
ENSMUSG00000041293	Adgrf1	ENSMFAG00000022221	ADGRF1
ENSMUSG00000072941	Sod3	ENSMFAG00000020365	SOD3
ENSMUSG00000022960	Donson	ENSMFAG00000028965	
ENSMUSG00000030470	Csrp3	ENSMFAG00000020396	CSRP3
ENSMUSG00000049580	Tsku	ENSMFAG00000024120	TSKU
ENSMUSG00000024576	Csnk1a1	ENSMFAG00000020777	
ENSMUSG00000024576	Csnk1a1	ENSMFAG00000030995	CSNK1A1
ENSMUSG00000004665	Cnn2	ENSMFAG00000026620	
ENSMUSG00000028540	Dph2	ENSMFAG00000029866	DPH2
ENSMUSG00000031982	Arv1	ENSMFAG00000030703	ARV1
ENSMUSG00000034101	Ctnnd1	ENSMFAG00000031493	CTNND1
ENSMUSG00000007950	Abhd8	ENSMFAG00000028796	ABHD8
ENSMUSG00000076441	Ass1	ENSMFAG00000017601	
ENSMUSG00000076441	Ass1	ENSMFAG00000028971	
ENSMUSG00000042055	Wdr11	ENSMFAG00000031615	WDR11
ENSMUSG00000004789	Dlst	ENSMFAG00000030177	DLST
ENSMUSG00000022802	Lmln	ENSMFAG00000031579	LMLN
ENSMUSG00000020440	Arf5	ENSMFAG00000019772	
ENSMUSG00000028443	Nudt2	ENSMFAG00000030721	
ENSMUSG00000001630	Stk38l	ENSMFAG00000030945	STK38L
ENSMUSG00000068921	Dap3	ENSMFAG00000031112	DAP3
ENSMUSG00000026074	Map4k4	ENSMFAG00000030642	MAP4K4
ENSMUSG00000006673	Qrich1	ENSMFAG00000030312	QRICH1
ENSMUSG00000001482	Def8	ENSMFAG00000031002	DEF8
ENSMUSG00000031157	Pqbp1	ENSMFAG00000029786	PQBP1
ENSMUSG00000031274	Col4a5	ENSMFAG00000031556	COL4A5
ENSMUSG00000022837	Iqcb1	ENSMFAG00000025425	IQCB1
ENSMUSG00000037553	Zdhhc18	ENSMFAG00000030748	ZDHHC18
ENSMUSG00000068391	Chrac1	ENSMFAG00000029360	CHRAC1
ENSMUSG00000021466	Ptch1	ENSMFAG00000031893	PTCH1
ENSMUSG00000063047	Zfp780b	ENSMFAG00000031059	ZNF594
ENSMUSG00000054364	Rhob	ENSMFAG00000030406	
ENSMUSG00000033961	Zfp446	ENSMFAG00000020536	ZNF446
ENSMUSG00000031536	Polb	ENSMFAG00000030793	
ENSMUSG00000020362	Cnot6	ENSMFAG00000030867	CNOT6
ENSMUSG00000034243	Golgb1	ENSMFAG00000031026	GOLGB1
ENSMUSG00000078937	Cpt1b	ENSMFAG00000023471	
ENSMUSG00000060032	H2afj	ENSMFAG00000016754	H2AFJ
ENSMUSG00000004591	Pkn2	ENSMFAG00000030090	PKN2
ENSMUSG00000038332	Sesn1	ENSMFAG00000031220	
ENSMUSG00000015474	Ppt2	ENSMFAG00000018625	PPT2
ENSMUSG00000059981	Taok2	ENSMFAG00000030440	TAOK2
ENSMUSG00000020802	Ube2o	ENSMFAG00000027020	UBE2O
ENSMUSG00000061825	Ces2c	ENSMFAG00000031745	
ENSMUSG00000030688	Stard10	ENSMFAG00000018716	STARD10
ENSMUSG00000035735	Dagla	ENSMFAG00000030550	DAGLA
ENSMUSG00000026727	Rsu1	ENSMFAG00000031371	
ENSMUSG00000039450	Dcxr	ENSMFAG00000030901	
ENSMUSG00000046402	Rbp1	ENSMFAG00000031658	RBP1
ENSMUSG00000053128	Rnf26	ENSMFAG00000030008	RNF26
ENSMUSG00000034463	Scara3	ENSMFAG00000026741	SCARA3
ENSMUSG00000025893	Kbtbd3	ENSMFAG00000031041	KBTBD3
ENSMUSG00000032380	Dapk2	ENSMFAG00000028166	DAPK2
ENSMUSG00000049657	Zbtb5	ENSMFAG00000026468	ZBTB5
ENSMUSG00000041153	Osgin2	ENSMFAG00000024999	OSGIN2
ENSMUSG00000020538	Srebf1	ENSMFAG00000028608	SREBF1
ENSMUSG00000042594	Sh2b3	ENSMFAG00000029053	SH2B3
ENSMUSG00000066319	Rtp3	ENSMFAG00000031236	RTP3
ENSMUSG00000002372	Ranbp3	ENSMFAG00000031395	RANBP3
ENSMUSG00000099081	Gm27624	ENSMFAG00000016582	
ENSMUSG00000047045	Tmem164	ENSMFAG00000031419	TMEM164
ENSMUSG00000043683	Fem1a	ENSMFAG00000030314	FEM1A
ENSMUSG00000031246	Sh3bgrl	ENSMFAG00000031027	
ENSMUSG00000032946	Rasgrp2	ENSMFAG00000019272	RASGRP2
ENSMUSG00000049562	Ap5b1	ENSMFAG00000031665	AP5B1
ENSMUSG00000021327	Zkscan3	ENSMFAG00000030212	ZKSCAN4
ENSMUSG00000029161	Cgref1	ENSMFAG00000031188	CGREF1
ENSMUSG00000048271	Rbm33	ENSMFAG00000030258	RBM33
ENSMUSG00000044452	Zfp507	ENSMFAG00000031054	ZNF507
ENSMUSG00000026078	Pdcl3	ENSMFAG00000026576	
ENSMUSG00000026078	Pdcl3	ENSMFAG00000030970	
ENSMUSG00000028307	Aldob	ENSMFAG00000031432	ALDOB
ENSMUSG00000028979	Masp2	ENSMFAG00000025849	MASP2
ENSMUSG00000032215	Rsl24d1	ENSMFAG00000030861	
ENSMUSG00000057667	Bloc1s3	ENSMFAG00000019557	BLOC1S3
ENSMUSG00000025887	Casp12	ENSMFAG00000019805	CASP12
ENSMUSG00000024079	Eif2ak2	ENSMFAG00000030576	EIF2AK2
ENSMUSG00000021820	Camk2g	ENSMFAG00000029191	CAMK2G
ENSMUSG00000034936	Arl4d	ENSMFAG00000029966	ARL4D
ENSMUSG00000079164	Tlr5	ENSMFAG00000029363	
ENSMUSG00000031907	Zfp90	ENSMFAG00000026158	ZFP90
ENSMUSG00000041058	Wwp1	ENSMFAG00000030818	
ENSMUSG00000020803	Txndc17	ENSMFAG00000029520	TXNDC17
ENSMUSG00000017009	Sdc4	ENSMFAG00000031404	SDC4
ENSMUSG00000063953	Amd2	ENSMFAG00000016053	
ENSMUSG00000063953	Amd2	ENSMFAG00000031017	
ENSMUSG00000031068	Glrx3	ENSMFAG00000016302	
ENSMUSG00000039652	Cpeb3	ENSMFAG00000025613	CPEB3
ENSMUSG00000074622	Mafb	ENSMFAG00000023841	MAFB
ENSMUSG00000041341	Atg2b	ENSMFAG00000031354	ATG2B
ENSMUSG00000027195	Hsd17b12	ENSMFAG00000030974	
ENSMUSG00000024660	Incenp	ENSMFAG00000031558	INCENP
ENSMUSG00000021218	Gdi2	ENSMFAG00000030976	GDI2
ENSMUSG00000014601	Strip1	ENSMFAG00000031880	
ENSMUSG00000021635	Rad17	ENSMFAG00000031075	RAD17
ENSMUSG00000087679	Tmem250-ps	ENSMFAG00000029425	TMEM250
ENSMUSG00000032179	Bmp5	ENSMFAG00000031219	BMP5
ENSMUSG00000024457	Trim26	ENSMFAG00000029818	TRIM26
ENSMUSG00000087385	Frg2f1	ENSMFAG00000024482	
ENSMUSG00000087385	Frg2f1	ENSMFAG00000026189	
ENSMUSG00000051721	Wdcp	ENSMFAG00000031254	WDCP
ENSMUSG00000045875	Adra1a	ENSMFAG00000030813	ADRA1A
ENSMUSG00000027671	Actl6a	ENSMFAG00000030153	ACTL6A
ENSMUSG00000020736	Nt5c	ENSMFAG00000030011	NT5C
ENSMUSG00000094800	Gm9780	ENSMFAG00000026512	PLAC9
ENSMUSG00000060373	Hnrnpc	ENSMFAG00000031240	
ENSMUSG00000025127	Gcgr	ENSMFAG00000029883	GCGR
ENSMUSG00000049482	Ctu2	ENSMFAG00000030941	CTU2
ENSMUSG00000029394	Cdk2ap1	ENSMFAG00000030853	
ENSMUSG00000019878	Hsf2	ENSMFAG00000027779	
ENSMUSG00000032330	Cox7a2	ENSMFAG00000029687	
ENSMUSG00000041629	Fam104a	ENSMFAG00000031752	FAM104B
ENSMUSG00000031585	Gtf2e2	ENSMFAG00000031671	GTF2E2
ENSMUSG00000022091	Sorbs3	ENSMFAG00000030516	SORBS3
ENSMUSG00000004043	Stat5a	ENSMFAG00000020904	STAT5A
ENSMUSG00000012483	Rpa3	ENSMFAG00000030842	
ENSMUSG00000025933	Tmem14a	ENSMFAG00000030489	TMEM14A
ENSMUSG00000031232	Magt1	ENSMFAG00000031612	MAGT1
ENSMUSG00000018507	Trpv2	ENSMFAG00000030978	TRPV2
ENSMUSG00000026032	Ndufb3	ENSMFAG00000030388	
ENSMUSG00000026032	Ndufb3	ENSMFAG00000030964	
ENSMUSG00000020612	Prkar1a	ENSMFAG00000031285	
ENSMUSG00000043760	Pkhd1	ENSMFAG00000031421	PKHD1
ENSMUSG00000021892	Sh3bp5	ENSMFAG00000030638	SH3BP5
ENSMUSG00000039810	Zc3h10	ENSMFAG00000027256	ZC3H10
ENSMUSG00000098678	Mroh6	ENSMFAG00000028933	MROH6
ENSMUSG00000039865	Slc44a3	ENSMFAG00000030266	SLC44A3
ENSMUSG00000073563	Csnk1g3	ENSMFAG00000031684	CSNK1G3
ENSMUSG00000019883	Echdc1	ENSMFAG00000029749	ECHDC1
ENSMUSG00000001445	Mrpl10	ENSMFAG00000030335	MRPL10
ENSMUSG00000025742	Prps2	ENSMFAG00000031505	
ENSMUSG00000036989	Trim3	ENSMFAG00000019633	TRIM3
ENSMUSG00000041729	Coro2b	ENSMFAG00000030894	CORO2B
ENSMUSG00000029925	Tbxas1	ENSMFAG00000016846	
ENSMUSG00000023277	Twf2	ENSMFAG00000030787	TWF2
ENSMUSG00000022536	Glyr1	ENSMFAG00000031239	
ENSMUSG00000043895	S1pr2	ENSMFAG00000030545	S1PR2
ENSMUSG00000035944	Ttc38	ENSMFAG00000030939	TTC38
ENSMUSG00000043716	Rpl7	ENSMFAG00000028725	
ENSMUSG00000043716	Rpl7	ENSMFAG00000030773	
ENSMUSG00000037104	Socs5	ENSMFAG00000030827	SOCS5
ENSMUSG00000026270	Capn10	ENSMFAG00000031448	
ENSMUSG00000028069	Gpatch4	ENSMFAG00000030965	GPATCH4
ENSMUSG00000034574	Daam1	ENSMFAG00000030743	DAAM1
ENSMUSG00000008683	Rps15a	ENSMFAG00000031422	
ENSMUSG00000051439	Cd14	ENSMFAG00000025943	
ENSMUSG00000030246	Ldhb	ENSMFAG00000016216	
ENSMUSG00000030246	Ldhb	ENSMFAG00000030242	
ENSMUSG00000022218	Tgm1	ENSMFAG00000030591	TGM1
ENSMUSG00000040111	Gramd1b	ENSMFAG00000023822	GRAMD1B
ENSMUSG00000018339	Gpx3	ENSMFAG00000030254	GPX3
ENSMUSG00000042747	Krtcap2	ENSMFAG00000030589	
ENSMUSG00000021468	Sptlc1	ENSMFAG00000029180	SPTLC1
ENSMUSG00000024646	Cyb5a	ENSMFAG00000030228	
ENSMUSG00000063200	Nol7	ENSMFAG00000017762	NOL7
ENSMUSG00000027255	Arfgap2	ENSMFAG00000030043	ARFGAP2
ENSMUSG00000062727	Hist1h2bk	ENSMFAG00000030441	
ENSMUSG00000030278	Cidec	ENSMFAG00000031714	CIDEC
ENSMUSG00000022635	Zcrb1	ENSMFAG00000030462	
ENSMUSG00000037541	Shank2	ENSMFAG00000031467	SHANK2
ENSMUSG00000027108	Ola1	ENSMFAG00000030771	
ENSMUSG00000039050	Osbpl2	ENSMFAG00000030160	OSBPL2
ENSMUSG00000028107	Tars2	ENSMFAG00000030387	TARS2
ENSMUSG00000007594	Hapln4	ENSMFAG00000029816	HAPLN4
ENSMUSG00000020149	Rab1a	ENSMFAG00000019539	
ENSMUSG00000040987	Mill2	ENSMFAG00000031024	
ENSMUSG00000021248	Tmed10	ENSMFAG00000023742	
ENSMUSG00000021248	Tmed10	ENSMFAG00000031081	TMED10
ENSMUSG00000024645	Timm21	ENSMFAG00000031508	TIMM21
ENSMUSG00000049313	Sorl1	ENSMFAG00000031352	SORL1
ENSMUSG00000075271	Ttc30a1	ENSMFAG00000015219	TTC30A
ENSMUSG00000040220	Gas8	ENSMFAG00000029755	GAS8
ENSMUSG00000022948	Setd4	ENSMFAG00000017853	SETD4
ENSMUSG00000025781	Atp5c1	ENSMFAG00000030332	
ENSMUSG00000054931	Zkscan4	ENSMFAG00000030212	ZKSCAN4
ENSMUSG00000007739	Cct4	ENSMFAG00000031348	
ENSMUSG00000079641	Rpl39	ENSMFAG00000018031	
ENSMUSG00000032096	Arcn1	ENSMFAG00000029358	ARCN1
ENSMUSG00000020863	Luc7l3	ENSMFAG00000031780	LUC7L3
ENSMUSG00000022387	Brd1	ENSMFAG00000030538	BRD1
ENSMUSG00000029632	Ndufa4	ENSMFAG00000015919	
ENSMUSG00000038250	Usp38	ENSMFAG00000031506	USP38
ENSMUSG00000045664	Cdc42ep2	ENSMFAG00000025261	CDC42EP2
ENSMUSG00000020922	Lsm12	ENSMFAG00000031376	LSM12
ENSMUSG00000049502	Dtx3l	ENSMFAG00000031102	DTX3L
ENSMUSG00000022350	Washc5	ENSMFAG00000031164	WASHC5
ENSMUSG00000000959	Oxa1l	ENSMFAG00000015207	OXA1L
ENSMUSG00000029616	Erp29	ENSMFAG00000026904	
ENSMUSG00000029616	Erp29	ENSMFAG00000030732	
ENSMUSG00000028795	Ccdc28b	ENSMFAG00000031708	CCDC28B
ENSMUSG00000028367	Txn1	ENSMFAG00000024380	
ENSMUSG00000028367	Txn1	ENSMFAG00000027241	
ENSMUSG00000074748	Atxn7l3b	ENSMFAG00000027716	ATXN7L3B
ENSMUSG00000027660	Skil	ENSMFAG00000029995	SKIL
ENSMUSG00000116378	Gcat	ENSMFAG00000031785	
ENSMUSG00000036503	Rnf13	ENSMFAG00000030444	
ENSMUSG00000057894	Zfp329	ENSMFAG00000026995	ZNF329
ENSMUSG00000024177	Nme4	ENSMFAG00000031790	NME4
ENSMUSG00000042348	Arl15	ENSMFAG00000028679	ARL15
ENSMUSG00000066900	Suds3	ENSMFAG00000030977	
ENSMUSG00000066900	Suds3	ENSMFAG00000031069	SUDS3
ENSMUSG00000032554	Trf	ENSMFAG00000031779	TF
ENSMUSG00000029560	Snx8	ENSMFAG00000029647	SNX8
ENSMUSG00000049411	Tmem241	ENSMFAG00000031030	TMEM241
ENSMUSG00000021952	Xpo4	ENSMFAG00000030414	XPO4
ENSMUSG00000040174	Alkbh3	ENSMFAG00000031334	ALKBH3
ENSMUSG00000020387	Jade2	ENSMFAG00000027430	JADE2
ENSMUSG00000040280	Ndufa4l2	ENSMFAG00000031408	NDUFA4L2
ENSMUSG00000007570	Fance	ENSMFAG00000029851	FANCE
ENSMUSG00000058761	Rnf169	ENSMFAG00000031265	RNF169
ENSMUSG00000066406	Akap13	ENSMFAG00000030975	AKAP13
ENSMUSG00000040035	Disp2	ENSMFAG00000031712	DISP2
ENSMUSG00000021222	Dcaf4	ENSMFAG00000025336	DCAF4L2
ENSMUSG00000025006	Sorbs1	ENSMFAG00000030641	SORBS1
ENSMUSG00000015217	Hmgb3	ENSMFAG00000029912	
ENSMUSG00000015217	Hmgb3	ENSMFAG00000030754	
ENSMUSG00000033460	Armcx1	ENSMFAG00000025048	
ENSMUSG00000038717	Atp5l	ENSMFAG00000027811	
ENSMUSG00000038717	Atp5l	ENSMFAG00000029263	
ENSMUSG00000073423	Zfp414	ENSMFAG00000017282	ZNF414
ENSMUSG00000042540	Acot5	ENSMFAG00000031617	
ENSMUSG00000018209	Stk4	ENSMFAG00000030410	STK4
ENSMUSG00000029614	Rpl6	ENSMFAG00000015746	
ENSMUSG00000029614	Rpl6	ENSMFAG00000030655	
ENSMUSG00000009013	Dynll1	ENSMFAG00000030961	
ENSMUSG00000078249	Hmga1b	ENSMFAG00000030532	
ENSMUSG00000037235	Mxd4	ENSMFAG00000030142	MXD4
